Loan_ID,Borrower_ID,Group_ID,Facility_ID,Portfolio_ID,Borrower_Name,Sector,Geography,Customer_Type,Credit_Rating_Internal,Credit_Rating_External,Low_Credit_Risk_Flag,Loan_Amount_Original,Loan_Amount_Outstanding,Currency,Product_Type,Drawdown_Date,Maturity_Date,Remaining_Term,Interest_Rate_Type,Interest_Rate,Effective_Interest_Rate,Repayment_Type,Repayment_Schedule,PD_12m,PD_Lifetime,LGD,EAD,SICR_Flag,Stage,Default_Flag,Days_Past_Due,Forbearance_Flag,Collateral_Value,Collateral_Type,Guarantee_Amount,Recovery_Strategy,Impairment_Allowance,Impairment_Model_Version,Date_Stage_Changed,ECL_Amount_12m,ECL_Amount_Lifetime,ECL_Scenario_Weights
LN00180,BR00180,GRP007,FAC0037,PORT5,Borrower_180,Retail,South Africa,SME,A1,AA,1,128149.22,93250.54,USD,Term Loan,7/13/16,2/26/19,-2339,Variable,0.0561,0.0345,Amortizing,Semi-Annually,0.2319,0.387,0.21,93250.54,1,3,1,60,1,24929.96,Inventory,24943.16,Sell Collateral,7578.47,v2.0,6/26/18,4541.21,7578.47,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00181,BR00181,GRP001,FAC0016,PORT4,Borrower_181,Construction,India,Retail,A1,AA,0,343643.67,316761.51,USD,Term Loan,11/16/23,1/18/25,-186,Fixed,0.0867,0.0473,Revolving,Semi-Annually,0.4763,0.5347,0.44,316761.51,1,3,1,60,1,264662.37,Guarantee,133283.63,Legal Action,74523.85,v3.0,11/22/24,66384.34,74523.85,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00182,BR00182,GRP011,FAC0036,PORT10,Borrower_182,Manufacturing,India,Retail,A1,AAA,0,530507.73,332446.05,ZAR,Term Loan,6/22/15,7/21/19,-2194,Variable,0.1126,0.0402,Bullet,Semi-Annually,0.3229,0.4027,0.31,332446.05,1,3,1,0,0,130339.51,Real Estate,105204.04,Legal Action,41501.57,v1.0,4/10/18,33277.52,41501.57,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00183,BR00183,GRP021,FAC0072,PORT6,Borrower_183,Construction,South Africa,Retail,A1,B,0,626271.96,604618.23,ZAR,Term Loan,1/10/16,11/13/20,-1713,Fixed,0.0601,0.0783,Bullet,Annually,0.4985,0.6423,0.28,604618.23,1,3,1,0,0,325924.65,Inventory,32465.48,Sell Collateral,108736.96,v3.0,12/7/19,84392.61,108736.96,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00184,BR00184,GRP019,FAC0034,PORT9,Borrower_184,Banking,India,Retail,C1,BBB,0,575367.7,444074.7,USD,Term Loan,6/30/20,7/23/22,-1096,Variable,0.1231,0.0799,Bullet,Semi-Annually,0.1686,0.2889,0.66,444074.7,1,2,0,90,0,106366.07,Real Estate,15293.17,Write-off,84673.5,v1.0,12/18/21,49414.86,84673.5,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00185,BR00185,GRP009,FAC0023,PORT1,Borrower_185,Retail,USA,SME,A2,AAA,1,770419.41,444582.66,ZAR,Term Loan,8/30/22,6/13/26,325,Variable,0.109,0.0771,Revolving,Semi-Annually,0.1487,0.2602,0.26,444582.66,1,2,0,30,0,378639.5,Real Estate,14822.35,Sell Collateral,30076.91,v1.0,1/21/26,17188.45,30076.91,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00186,BR00186,GRP024,FAC0091,PORT1,Borrower_186,Energy,Germany,Corporate,A1,B,1,32824.39,31528.4,GBP,Term Loan,1/19/23,6/12/24,-406,Fixed,0.1434,0.0625,Revolving,Monthly,0.3313,0.5206,0.52,31528.4,1,3,1,0,0,28419.31,Real Estate,11720.33,Legal Action,8535.12,v3.0,8/4/23,5431.59,8535.12,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00187,BR00187,GRP045,FAC0086,PORT7,Borrower_187,Manufacturing,UK,Retail,C1,BBB,0,535668.18,334461.31,ZAR,Term Loan,2/15/17,3/17/19,-2320,Fixed,0.0941,0.099,Revolving,Annually,0.3164,0.3932,0.57,334461.31,1,3,1,120,0,236478.63,Guarantee,96419.12,Sell Collateral,74960.81,v3.0,1/13/18,60319.43,74960.81,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00188,BR00188,GRP029,FAC0058,PORT7,Borrower_188,Manufacturing,South Africa,Retail,B1,BB,1,768900.68,549990.07,EUR,Term Loan,3/3/19,6/24/22,-1125,Variable,0.0308,0.0795,Bullet,Quarterly,0.3657,0.507,0.39,549990.07,1,3,1,90,0,233200.02,Guarantee,204755.35,Restructure,108749.54,v3.0,9/18/20,78441.23,108749.54,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00189,BR00189,GRP017,FAC0039,PORT2,Borrower_189,Energy,India,Corporate,A2,B,1,565196.62,544262.43,GBP,Term Loan,3/17/21,1/27/25,-177,Variable,0.0507,0.0538,Revolving,Monthly,0.0858,0.1415,0.28,544262.43,1,2,0,30,0,176815.2,Receivables,242094.83,Sell Collateral,21563.68,v1.0,6/9/24,13075.36,21563.68,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00190,BR00190,GRP042,FAC0078,PORT1,Borrower_190,Healthcare,South Africa,SME,A1,A,0,784519.47,753872.8,GBP,Term Loan,4/12/19,9/18/20,-1769,Fixed,0.0692,0.1081,Revolving,Quarterly,0.1739,0.3559,0.41,753872.8,1,2,0,60,0,229211.94,Cash,327854.2,Restructure,110004.37,v3.0,5/18/20,53750.38,110004.37,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00191,BR00191,GRP006,FAC0052,PORT9,Borrower_191,Construction,South Africa,Retail,A2,BBB,0,583749.76,318167.83,INR,Term Loan,12/31/19,5/1/24,-448,Variable,0.1083,0.0814,Bullet,Quarterly,0.2216,0.3896,0.24,318167.83,1,3,1,10,1,146125.63,Cash,7844.6,Restructure,29749.96,v2.0,5/29/22,16921.44,29749.96,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00192,BR00192,GRP023,FAC0079,PORT8,Borrower_192,Energy,UK,SME,A1,CCC,1,925655.32,504294.54,ZAR,Term Loan,8/17/18,6/19/23,-765,Variable,0.0487,0.089,Revolving,Monthly,0.3392,0.4527,0.37,504294.54,1,3,1,30,1,127248.51,Real Estate,194073.04,Restructure,84468.83,v1.0,2/8/22,63290.98,84468.83,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00193,BR00193,GRP049,FAC0034,PORT9,Borrower_193,Construction,Brazil,Corporate,A2,B,0,33458.63,28336.03,USD,Term Loan,8/27/16,4/8/19,-2298,Variable,0.1,0.0966,Revolving,Monthly,0.0645,0.182,0.37,28336.03,1,2,0,0,0,16768.75,Guarantee,3001.85,Legal Action,1908.15,v1.0,6/13/17,676.24,1908.15,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00194,BR00194,GRP019,FAC0084,PORT7,Borrower_194,Retail,India,Corporate,A1,A,0,625605.48,329407.95,BRL,Term Loan,4/2/17,2/26/22,-1243,Fixed,0.0524,0.1122,Revolving,Annually,0.3308,0.3821,0.53,329407.95,1,3,1,60,0,64927.06,Receivables,59329.52,Restructure,66709.39,v1.0,8/21/18,57753.12,66709.39,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00195,BR00195,GRP018,FAC0008,PORT5,Borrower_195,Construction,USA,Corporate,B1,AA,1,346898.24,241683.97,INR,Term Loan,12/8/20,8/24/23,-699,Fixed,0.0405,0.0572,Amortizing,Quarterly,0.0869,0.1889,0.38,241683.97,1,2,0,30,0,237026.49,Inventory,120357.94,Legal Action,17348.56,v3.0,5/13/21,7980.89,17348.56,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00196,BR00196,GRP034,FAC0018,PORT7,Borrower_196,Retail,South Africa,Corporate,A2,A,1,911540.69,605848.56,BRL,Term Loan,10/13/19,7/13/22,-1106,Fixed,0.0521,0.0482,Bullet,Monthly,0.2757,0.3567,0.54,605848.56,1,3,1,10,0,436016.41,Guarantee,41836.76,Write-off,116697.34,v2.0,8/18/20,90197.52,116697.34,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00197,BR00197,GRP039,FAC0030,PORT4,Borrower_197,Healthcare,USA,SME,A1,B,0,934585.03,595235.41,EUR,Term Loan,12/20/19,7/15/24,-373,Variable,0.1154,0.0855,Amortizing,Quarterly,0.3918,0.4578,0.69,595235.41,1,3,1,10,1,387573.14,Inventory,180238.62,Write-off,188024.15,v2.0,9/26/20,160917.13,188024.15,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00198,BR00198,GRP029,FAC0079,PORT8,Borrower_198,Healthcare,Germany,SME,A2,BBB,0,241747.6,170261.52,USD,Term Loan,11/1/16,12/1/18,-2426,Variable,0.1164,0.0483,Amortizing,Monthly,0.4847,0.6735,0.54,170261.52,1,3,1,60,1,44160.8,Receivables,17414.53,Restructure,61922.41,v2.0,2/11/18,44563.91,61922.41,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00199,BR00199,GRP050,FAC0037,PORT8,Borrower_199,Retail,India,SME,C1,AAA,0,528328.6,368670.65,EUR,Term Loan,6/23/15,11/7/17,-2815,Variable,0.1296,0.0471,Amortizing,Monthly,0.3702,0.5039,0.68,368670.65,1,3,1,90,0,330313.35,Receivables,81025.31,Restructure,126325.74,v1.0,8/28/17,92807.67,126325.74,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00200,BR00200,GRP017,FAC0042,PORT3,Borrower_200,Healthcare,South Africa,Retail,A1,AAA,0,555478.96,386909.62,ZAR,Term Loan,7/25/21,6/19/26,331,Variable,0.0402,0.0941,Revolving,Annually,0.1685,0.2222,0.5,386909.62,1,2,0,60,0,197020.14,Receivables,39064.72,Legal Action,42985.66,v2.0,8/25/24,32597.14,42985.66,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00201,BR00201,GRP047,FAC0099,PORT8,Borrower_201,Banking,South Africa,Retail,A1,AA,0,772895.12,738985.42,USD,Term Loan,4/8/19,7/5/20,-1844,Variable,0.0315,0.0992,Amortizing,Annually,0.2871,0.436,0.27,738985.42,1,3,1,10,1,278786.67,Receivables,18958.85,Restructure,86993.36,v3.0,7/2/20,57283.93,86993.36,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00202,BR00202,GRP014,FAC0007,PORT3,Borrower_202,Retail,USA,Corporate,B1,AAA,1,232536.37,192943.64,USD,Term Loan,7/14/20,11/13/22,-983,Variable,0.0697,0.0793,Bullet,Monthly,0.2323,0.3486,0.32,192943.64,1,3,1,90,0,116112.28,Real Estate,59789.96,Write-off,21523.25,v1.0,12/26/20,14342.66,21523.25,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00203,BR00203,GRP021,FAC0048,PORT7,Borrower_203,Manufacturing,India,Corporate,A1,A,0,618867.96,523411.79,USD,Term Loan,7/15/22,2/16/25,-157,Variable,0.0695,0.0624,Amortizing,Quarterly,0.3015,0.4696,0.57,523411.79,1,3,1,10,0,414364.59,Cash,9379.55,Restructure,140102.68,v1.0,2/20/24,89950.93,140102.68,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00204,BR00204,GRP023,FAC0017,PORT10,Borrower_204,Energy,India,Corporate,B2,BBB,0,538367.69,292783.12,BRL,Term Loan,3/8/23,9/16/27,785,Fixed,0.115,0.0585,Bullet,Monthly,0.3648,0.5055,0.5,292783.12,1,3,1,120,1,291472.01,Real Estate,76912.84,Restructure,74000.93,v2.0,9/8/26,53403.64,74000.93,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00205,BR00205,GRP019,FAC0033,PORT2,Borrower_205,Banking,Germany,Corporate,C1,A,0,742719.01,448353.78,USD,Term Loan,12/8/23,8/5/25,13,Variable,0.071,0.0874,Revolving,Monthly,0.3115,0.4237,0.48,448353.78,1,3,1,0,0,126018.09,Cash,2532.59,Legal Action,91184.4,v2.0,11/18/24,67037.86,91184.4,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00206,BR00206,GRP048,FAC0008,PORT9,Borrower_206,Banking,Brazil,Corporate,B1,BB,0,917839.79,824795.79,EUR,Term Loan,7/17/22,3/24/26,244,Variable,0.1259,0.1106,Amortizing,Monthly,0.3264,0.4486,0.63,824795.79,1,3,1,120,0,686848.66,Cash,190721.69,Sell Collateral,233102.14,v1.0,6/10/24,169604.41,233102.14,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00207,BR00207,GRP027,FAC0012,PORT8,Borrower_207,Retail,Germany,SME,B1,AA,0,543587.71,316903.34,EUR,Term Loan,3/17/19,9/20/23,-672,Fixed,0.0749,0.0935,Bullet,Quarterly,0.3068,0.3849,0.58,316903.34,1,3,1,0,0,40711.11,Real Estate,49832.95,Write-off,70746.14,v3.0,5/7/19,56391.05,70746.14,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00208,BR00208,GRP034,FAC0087,PORT3,Borrower_208,Retail,South Africa,Retail,B2,BBB,0,906856.68,523291.57,BRL,Term Loan,12/17/23,8/31/27,769,Fixed,0.0305,0.0595,Bullet,Monthly,0.1767,0.2992,0.36,523291.57,1,2,0,90,0,98601.95,Guarantee,201331.56,Write-off,56364.78,v1.0,7/15/24,33287.62,56364.78,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00209,BR00209,GRP008,FAC0035,PORT3,Borrower_209,Retail,Germany,Retail,A1,BB,0,750643.63,383759.15,USD,Term Loan,11/2/20,7/13/25,-10,Fixed,0.0951,0.0549,Revolving,Semi-Annually,0.3817,0.5275,0.3,383759.15,1,3,1,10,0,190729.86,Guarantee,61238.33,Legal Action,60729.89,v3.0,5/6/25,43944.26,60729.89,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00210,BR00210,GRP006,FAC0055,PORT7,Borrower_210,Retail,South Africa,Corporate,C1,B,0,259928.57,139223.31,ZAR,Term Loan,3/6/18,5/24/22,-1156,Variable,0.104,0.1113,Amortizing,Semi-Annually,0.3105,0.4113,0.21,139223.31,1,3,1,60,1,61987.74,Cash,3512.33,Restructure,12025.13,v2.0,5/11/21,9078.06,12025.13,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00211,BR00211,GRP040,FAC0034,PORT6,Borrower_211,Construction,UK,Corporate,B1,CCC,0,816594,783803.28,GBP,Term Loan,6/23/16,12/30/17,-2762,Variable,0.0885,0.0723,Bullet,Annually,0.2395,0.3578,0.58,783803.28,1,3,1,120,0,179764.9,Real Estate,371306.53,Sell Collateral,162657.99,v2.0,10/8/17,108878.11,162657.99,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00212,BR00212,GRP035,FAC0060,PORT7,Borrower_212,Energy,India,Retail,C1,AA,0,772582.68,619781.37,INR,Term Loan,11/30/16,7/1/19,-2214,Variable,0.0379,0.0593,Bullet,Annually,0.0724,0.1378,0.6,619781.37,1,2,0,120,0,503998.68,Inventory,201258.94,Sell Collateral,51243.52,v3.0,11/10/18,26923.3,51243.52,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00213,BR00213,GRP020,FAC0052,PORT2,Borrower_213,Energy,USA,Corporate,C1,CCC,0,669360.01,360749.7,GBP,Term Loan,8/25/17,8/14/19,-2170,Variable,0.1074,0.0593,Bullet,Monthly,0.4661,0.6022,0.5,360749.7,1,3,1,60,1,180625.43,Cash,17614.31,Legal Action,108621.73,v3.0,6/7/19,84072.72,108621.73,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00214,BR00214,GRP044,FAC0039,PORT7,Borrower_214,Healthcare,Germany,Retail,C1,AAA,0,667663.77,485049.19,BRL,Term Loan,1/1/15,10/27/16,-3191,Variable,0.1317,0.0913,Amortizing,Monthly,0.1528,0.2951,0.3,485049.19,1,2,0,60,0,297455.82,Guarantee,76782.73,Restructure,42941.4,v1.0,7/27/16,22234.65,42941.4,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00215,BR00215,GRP014,FAC0085,PORT3,Borrower_215,Construction,UK,Retail,C1,BBB,0,864022.88,805994.95,GBP,Term Loan,1/11/19,8/22/20,-1796,Variable,0.0485,0.0941,Revolving,Quarterly,0.1253,0.2806,0.51,805994.95,1,2,0,60,0,396284.38,Cash,163630.13,Restructure,115342.71,v1.0,1/27/19,51505.5,115342.71,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00216,BR00216,GRP040,FAC0024,PORT8,Borrower_216,Energy,India,Corporate,B2,BBB,0,664768.16,656450.26,EUR,Term Loan,8/12/16,5/4/20,-1906,Variable,0.1025,0.1104,Revolving,Annually,0.0765,0.1471,0.63,656450.26,1,2,0,60,0,615277.64,Cash,228244.64,Sell Collateral,60835.21,v2.0,9/4/19,31637.62,60835.21,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00217,BR00217,GRP049,FAC0100,PORT5,Borrower_217,Construction,Brazil,Retail,C1,BB,1,52792.64,27395.82,INR,Term Loan,6/18/21,7/8/24,-380,Fixed,0.1121,0.0428,Revolving,Semi-Annually,0.2468,0.3521,0.55,27395.82,1,3,1,90,0,26990.94,Receivables,10017.19,Restructure,5305.34,v2.0,6/17/24,3718.71,5305.34,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00218,BR00218,GRP039,FAC0096,PORT5,Borrower_218,Healthcare,Brazil,SME,A1,B,0,479491.43,362654.5,EUR,Term Loan,9/24/23,10/15/24,-281,Fixed,0.1088,0.0565,Amortizing,Monthly,0.2399,0.4,0.69,362654.5,1,3,1,60,0,263122.54,Guarantee,30373.79,Write-off,100092.64,v1.0,11/27/23,60030.56,100092.64,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00219,BR00219,GRP010,FAC0085,PORT8,Borrower_219,Banking,UK,SME,A2,BBB,1,854416.35,545907.45,BRL,Term Loan,9/1/20,2/5/22,-1264,Fixed,0.0711,0.04,Bullet,Quarterly,0.0749,0.167,0.21,545907.45,1,2,0,30,0,345337.29,Receivables,47661.5,Legal Action,19144.97,v2.0,10/28/21,8586.58,19144.97,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00220,BR00220,GRP030,FAC0052,PORT8,Borrower_220,Banking,India,Corporate,C1,AA,0,253188.49,182319.13,ZAR,Term Loan,8/22/23,10/14/26,448,Variable,0.087,0.0538,Bullet,Annually,0.3224,0.404,0.23,182319.13,1,3,1,120,0,26850.3,Real Estate,74708.09,Sell Collateral,16941.09,v2.0,10/12/25,13519.33,16941.09,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00221,BR00221,GRP018,FAC0043,PORT5,Borrower_221,Banking,USA,SME,C1,BBB,0,962527.47,809907.34,ZAR,Term Loan,8/11/22,5/18/25,-66,Fixed,0.1181,0.1161,Revolving,Quarterly,0.0301,0.2178,0.52,809907.34,0,1,0,0,0,750166.8,Receivables,174853.28,Sell Collateral,91726.87,v3.0,7/17/24,12676.67,91726.87,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00222,BR00222,GRP003,FAC0004,PORT10,Borrower_222,Manufacturing,USA,Corporate,A2,BB,0,556660.3,465591.19,ZAR,Term Loan,1/6/17,10/9/19,-2114,Fixed,0.0404,0.0616,Revolving,Quarterly,0.4175,0.4693,0.54,465591.19,1,3,1,0,0,152111.67,Inventory,168835.16,Legal Action,117991.05,v1.0,12/19/18,104967.53,117991.05,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00223,BR00223,GRP050,FAC0042,PORT5,Borrower_223,Retail,USA,SME,A1,BBB,0,308677.24,256275.86,USD,Term Loan,1/24/17,6/26/19,-2219,Variable,0.1447,0.0992,Amortizing,Quarterly,0.0471,0.1651,0.7,256275.86,0,1,0,0,0,179603.58,Inventory,88699.83,Restructure,29617.8,v2.0,8/17/17,8449.42,29617.8,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00224,BR00224,GRP003,FAC0010,PORT2,Borrower_224,Energy,South Africa,SME,B2,AAA,0,194873.33,145381.09,EUR,Term Loan,11/4/21,1/16/25,-188,Fixed,0.1419,0.0396,Revolving,Annually,0.0805,0.2458,0.51,145381.09,1,2,0,10,0,48425.95,Guarantee,32098.82,Legal Action,18224.68,v3.0,9/10/23,5968.62,18224.68,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00225,BR00225,GRP045,FAC0100,PORT8,Borrower_225,Manufacturing,Brazil,Corporate,B1,A,0,23629.68,20175.09,INR,Term Loan,5/22/19,8/10/23,-713,Fixed,0.1059,0.1007,Revolving,Monthly,0.3878,0.5095,0.59,20175.09,1,3,1,60,0,2077.56,Guarantee,5448.57,Sell Collateral,6064.73,v1.0,12/18/21,4616.1,6064.73,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00226,BR00226,GRP023,FAC0063,PORT2,Borrower_226,Healthcare,India,Corporate,A2,AA,1,654836.72,385246.44,USD,Term Loan,7/12/23,2/24/26,216,Fixed,0.0887,0.0926,Bullet,Semi-Annually,0.0293,0.1369,0.3,385246.44,0,1,0,0,0,257173.32,Inventory,172679.15,Write-off,15822.07,v1.0,8/18/23,3386.32,15822.07,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00227,BR00227,GRP038,FAC0030,PORT2,Borrower_227,Manufacturing,South Africa,Retail,B2,B,1,350964.23,302006.82,BRL,Term Loan,10/21/18,2/12/20,-1988,Fixed,0.0591,0.091,Revolving,Quarterly,0.2087,0.2905,0.43,302006.82,1,3,1,120,0,70687.19,Real Estate,132015.55,Legal Action,37725.18,v3.0,11/15/18,27102.39,37725.18,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00228,BR00228,GRP022,FAC0095,PORT7,Borrower_228,Banking,USA,Corporate,C1,BB,1,467060.9,273391.62,EUR,Term Loan,6/12/18,12/28/19,-2034,Fixed,0.1012,0.0854,Amortizing,Monthly,0.2996,0.4723,0.5,273391.62,1,3,1,0,1,77199.51,Real Estate,8626.89,Sell Collateral,64561.43,v1.0,8/11/19,40954.06,64561.43,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00229,BR00229,GRP002,FAC0063,PORT2,Borrower_229,Manufacturing,USA,Retail,A1,B,0,382528.8,222824.2,GBP,Term Loan,11/19/16,10/15/21,-1377,Variable,0.1132,0.1063,Amortizing,Quarterly,0.1294,0.2667,0.25,222824.2,1,2,0,10,0,178236.07,Cash,68233.39,Legal Action,14856.8,v3.0,5/27/18,7208.36,14856.8,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00230,BR00230,GRP027,FAC0001,PORT9,Borrower_230,Retail,UK,Retail,C1,AAA,0,423790.7,410672.18,BRL,Term Loan,11/12/20,5/22/24,-427,Fixed,0.0857,0.0379,Revolving,Quarterly,0.3092,0.3648,0.51,410672.18,1,3,1,10,0,152392.15,Guarantee,169706.91,Restructure,76404.74,v1.0,6/30/21,64759.72,76404.74,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00231,BR00231,GRP040,FAC0098,PORT8,Borrower_231,Manufacturing,USA,Corporate,A1,BB,1,691538.88,680672.67,USD,Term Loan,12/7/23,10/7/25,76,Variable,0.0918,0.0628,Bullet,Quarterly,0.2425,0.3189,0.23,680672.67,1,3,1,120,0,222065.1,Inventory,71331.01,Sell Collateral,49925.3,v2.0,6/27/24,37964.52,49925.3,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00232,BR00232,GRP031,FAC0075,PORT8,Borrower_232,Manufacturing,India,Retail,A2,BB,0,900405.3,553777.73,INR,Term Loan,5/19/23,3/4/28,955,Variable,0.0464,0.1083,Revolving,Quarterly,0.064,0.1482,0.57,553777.73,1,2,0,10,0,165356.08,Guarantee,103980.74,Sell Collateral,46779.82,v1.0,4/5/25,20201.81,46779.82,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00233,BR00233,GRP011,FAC0082,PORT10,Borrower_233,Retail,Brazil,Corporate,A2,AAA,0,698366.32,370012.54,BRL,Term Loan,6/5/16,8/9/17,-2905,Variable,0.1335,0.0984,Bullet,Annually,0.0769,0.2546,0.41,370012.54,1,2,0,60,0,135293.37,Inventory,40674.29,Sell Collateral,38624.13,v1.0,6/13/17,11666.13,38624.13,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00234,BR00234,GRP031,FAC0094,PORT9,Borrower_234,Manufacturing,India,Corporate,B2,BBB,0,262874.82,188513.94,ZAR,Term Loan,10/20/19,3/8/22,-1233,Fixed,0.0843,0.1108,Bullet,Monthly,0.119,0.3081,0.66,188513.94,1,2,0,10,0,26354.58,Receivables,39377.91,Restructure,38333.56,v3.0,11/7/21,14805.88,38333.56,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00235,BR00235,GRP030,FAC0060,PORT3,Borrower_235,Healthcare,India,Retail,B1,B,0,150057.76,97221.7,ZAR,Term Loan,7/24/19,10/12/21,-1380,Fixed,0.1332,0.0713,Bullet,Annually,0.3273,0.3909,0.28,97221.7,1,3,1,60,0,60792.16,Guarantee,27726.7,Restructure,10641.11,v2.0,10/2/20,8909.79,10641.11,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00236,BR00236,GRP044,FAC0047,PORT1,Borrower_236,Manufacturing,India,SME,B2,BB,1,704093.88,567676.13,GBP,Term Loan,6/11/23,12/14/25,144,Fixed,0.1078,0.0962,Revolving,Monthly,0.2919,0.373,0.64,567676.13,1,3,1,120,1,539740.79,Receivables,15557.64,Legal Action,135515.65,v1.0,5/18/24,106050.98,135515.65,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00237,BR00237,GRP044,FAC0055,PORT5,Borrower_237,Manufacturing,USA,SME,B1,BBB,0,131286.53,97053.14,BRL,Term Loan,9/4/17,9/13/21,-1409,Fixed,0.0864,0.0503,Revolving,Semi-Annually,0.4702,0.6072,0.57,97053.14,1,3,1,120,1,33058.44,Inventory,17115.89,Sell Collateral,33590.48,v3.0,7/24/21,26011.6,33590.48,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00238,BR00238,GRP045,FAC0019,PORT8,Borrower_238,Retail,UK,Corporate,A1,A,0,894065.15,651717.22,ZAR,Term Loan,9/26/15,10/15/17,-2838,Fixed,0.0869,0.1161,Amortizing,Annually,0.0493,0.234,0.34,651717.22,0,1,0,0,0,227024.69,Real Estate,35637.5,Sell Collateral,51850.62,v1.0,11/29/15,10924.08,51850.62,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00239,BR00239,GRP036,FAC0057,PORT8,Borrower_239,Banking,Brazil,Retail,B1,AA,0,838248.57,636909.85,EUR,Term Loan,4/1/15,7/19/17,-2926,Variable,0.0746,0.0594,Amortizing,Monthly,0.1746,0.3114,0.52,636909.85,1,2,0,120,0,463146.34,Cash,188957.54,Sell Collateral,103133.54,v2.0,7/10/16,57826.32,103133.54,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
